Ward,Latitude,Longitude,Crime_Type,Datetime,Hour,TimeSlot,DayOfWeek
Ajni,21.188047,79.133687,Assault_Violence,2025-02-16 09:24:36.541754,19,Evening,Sunday
Itwari,21.136881,79.120159,Crimes_Against_Women,2025-03-20 07:24:36.541771,17,Afternoon,Thursday
Hudkeshwar,21.193397,79.029806,Robbery_Snatching,2025-04-14 11:24:36.541787,21,Evening,Monday
Manewada,21.197318,79.10794,Other,2025-05-24 13:24:36.541811,23,Evening,Saturday
Dharampeth,21.177538,79.062997,Theft_Burglary,2025-02-24 10:24:36.541827,20,Evening,Monday
Sitabuldi,21.154708,79.098548,Assault_Violence,2025-08-03 10:24:36.541844,20,Evening,Sunday
Manewada,21.101803,79.075302,Theft_Burglary,2025-04-26 09:24:36.541859,19,Evening,Saturday
Itwari,21.131024,79.084913,Assault_Violence,2025-02-12 09:24:36.541880,19,Evening,Wednesday
Mahal,21.147911,79.057608,Other,2024-09-28 09:24:36.541898,19,Evening,Saturday
Itwari,21.172557,79.12691,Theft_Burglary,2024-11-25 20:24:36.541925,6,Morning,Monday
Ajni,21.110133,79.096006,Assault_Violence,2024-12-04 20:24:36.541944,6,Morning,Wednesday
Sadar,21.087295,79.10212,Crimes_Against_Women,2025-03-06 10:24:36.541961,20,Evening,Thursday
Dharampeth,21.102356,79.044845,Theft_Burglary,2025-06-06 16:24:36.541977,2,Night,Friday
Itwari,21.196268,79.093035,Robbery_Snatching,2024-12-01 09:24:36.541992,19,Evening,Sunday
Dharampeth,21.130418,79.105502,Crimes_Against_Women,2025-06-15 16:24:36.542008,2,Night,Sunday
Ajni,21.166517,79.148227,Crimes_Against_Women,2024-12-24 12:24:36.542024,22,Evening,Tuesday
Dharampeth,21.133337,79.034926,Crimes_Against_Women,2025-01-31 07:24:36.542040,17,Afternoon,Friday
Hudkeshwar,21.19272,79.069855,Assault_Violence,2025-01-08 09:24:36.542056,19,Evening,Wednesday
Sadar,21.082816,79.101718,Other,2024-10-05 07:24:36.542073,17,Afternoon,Saturday
Sadar,21.177663,79.141472,Assault_Violence,2025-01-11 18:24:36.542089,4,Night,Saturday
Dharampeth,21.197083,79.047654,Assault_Violence,2024-10-31 16:24:36.542105,2,Night,Thursday
Dharampeth,21.162931,79.059671,Theft_Burglary,2024-12-19 08:24:36.542122,18,Evening,Thursday
Sitabuldi,21.140481,79.108041,Theft_Burglary,2025-08-02 01:24:36.542137,11,Morning,Saturday
Sadar,21.099389,79.132295,Crimes_Against_Women,2024-10-20 12:24:36.542153,22,Evening,Sunday
Mahal,21.178179,79.071952,Other,2025-07-11 23:24:36.542169,9,Morning,Friday
Mankapur,21.185498,79.147605,Assault_Violence,2025-03-19 16:24:36.542184,2,Night,Wednesday
Sadar,21.098972,79.131283,Other,2025-07-23 09:24:36.542199,19,Evening,Wednesday
Sitabuldi,21.191119,79.139607,Crimes_Against_Women,2025-08-02 10:24:36.542216,20,Evening,Saturday
Dharampeth,21.095782,79.083449,Assault_Violence,2025-04-27 07:24:36.542232,17,Afternoon,Sunday
Mankapur,21.095569,79.055456,Assault_Violence,2024-12-14 23:24:36.542248,9,Morning,Saturday
Dharampeth,21.192228,79.04428,Crimes_Against_Women,2025-03-10 07:24:36.542264,17,Afternoon,Monday
Sadar,21.199282,79.046171,Robbery_Snatching,2025-03-12 13:24:36.542279,23,Evening,Wednesday
Mankapur,21.107375,79.142979,Crimes_Against_Women,2025-08-01 10:24:36.542295,20,Evening,Friday
Sadar,21.150224,79.140934,Crimes_Against_Women,2025-04-20 20:24:36.542311,6,Morning,Sunday
Sitabuldi,21.086369,79.118221,Crimes_Against_Women,2024-12-25 06:24:36.542327,16,Afternoon,Wednesday
Mankapur,21.166114,79.027323,Theft_Burglary,2025-04-24 07:24:36.542343,17,Afternoon,Thursday
Sitabuldi,21.150165,79.028699,Other,2024-12-29 13:24:36.542358,23,Evening,Sunday
Manewada,21.146875,79.121544,Assault_Violence,2024-09-17 10:24:36.542374,20,Evening,Tuesday
Dharampeth,21.19905,79.089143,Crimes_Against_Women,2024-10-18 09:24:36.542390,19,Evening,Friday
Itwari,21.094642,79.061321,Theft_Burglary,2025-04-29 20:24:36.542408,6,Morning,Tuesday
Mankapur,21.086454,79.077806,Crimes_Against_Women,2025-07-28 22:24:36.542424,8,Morning,Monday
Sitabuldi,21.151046,79.099529,Other,2024-09-03 13:24:36.542440,23,Evening,Tuesday
Dharampeth,21.155669,79.123061,Theft_Burglary,2024-10-15 11:24:36.542457,21,Evening,Tuesday
Sitabuldi,21.125412,79.028931,Crimes_Against_Women,2024-10-28 03:24:36.542474,13,Afternoon,Monday
Itwari,21.092557,79.025985,Assault_Violence,2025-01-22 10:24:36.542491,20,Evening,Wednesday
Sitabuldi,21.157286,79.133821,Theft_Burglary,2025-01-02 07:24:36.542507,17,Afternoon,Thursday
Sitabuldi,21.108079,79.091341,Theft_Burglary,2025-04-19 08:24:36.542523,18,Evening,Saturday
Sitabuldi,21.101359,79.086161,Other,2024-10-20 18:24:36.542542,4,Night,Sunday
Sitabuldi,21.191931,79.123503,Theft_Burglary,2025-03-26 10:24:36.542558,20,Evening,Wednesday
Sitabuldi,21.159807,79.123189,Assault_Violence,2025-05-02 17:24:36.542573,3,Night,Friday
Sitabuldi,21.192632,79.147174,Other,2025-03-20 11:24:36.542589,21,Evening,Thursday
Mahal,21.19247,79.13001,Theft_Burglary,2025-07-26 10:24:36.542605,20,Evening,Saturday
Itwari,21.145307,79.070651,Crimes_Against_Women,2024-08-31 23:24:36.542621,9,Morning,Saturday
Mahal,21.111465,79.126873,Robbery_Snatching,2024-09-28 05:24:36.542637,15,Afternoon,Saturday
Mahal,21.137616,79.084598,Assault_Violence,2025-05-18 21:24:36.542653,7,Morning,Sunday
Itwari,21.180684,79.07575,Theft_Burglary,2024-09-08 06:24:36.542669,16,Afternoon,Sunday
Hudkeshwar,21.19935,79.136822,Crimes_Against_Women,2024-11-14 02:24:36.542685,12,Afternoon,Thursday
Itwari,21.122999,79.136538,Theft_Burglary,2025-01-21 05:24:36.542701,15,Afternoon,Tuesday
Sitabuldi,21.088742,79.118014,Theft_Burglary,2025-06-22 14:24:36.542718,0,Night,Sunday
Itwari,21.173922,79.10592,Crimes_Against_Women,2024-11-07 16:24:36.542734,2,Night,Thursday
Itwari,21.141203,79.140998,Robbery_Snatching,2025-02-10 10:24:36.542749,20,Evening,Monday
Ajni,21.182297,79.030018,Theft_Burglary,2024-12-06 12:24:36.542765,22,Evening,Friday
Sitabuldi,21.17218,79.048096,Theft_Burglary,2025-08-21 04:24:36.542782,14,Afternoon,Thursday
Mahal,21.100356,79.092281,Robbery_Snatching,2024-09-09 09:24:36.542798,19,Evening,Monday
Mankapur,21.188774,79.122754,Theft_Burglary,2024-10-01 08:24:36.542814,18,Evening,Tuesday
Sitabuldi,21.127613,79.066691,Assault_Violence,2025-07-05 08:24:36.542830,18,Evening,Saturday
Mahal,21.194921,79.085013,Crimes_Against_Women,2025-01-03 15:24:36.542845,1,Night,Friday
Mankapur,21.094555,79.099213,Assault_Violence,2024-09-12 00:24:36.542861,10,Morning,Thursday
Ajni,21.193633,79.026116,Other,2024-11-05 10:24:36.542878,20,Evening,Tuesday
Dharampeth,21.092612,79.041805,Crimes_Against_Women,2025-02-24 05:24:36.542894,15,Afternoon,Monday
Ajni,21.100766,79.078163,Theft_Burglary,2025-05-06 03:24:36.542911,13,Afternoon,Tuesday
Sitabuldi,21.198735,79.034928,Theft_Burglary,2025-07-12 09:24:36.542929,19,Evening,Saturday
Jaripatka,21.089217,79.0906,Crimes_Against_Women,2025-05-07 09:24:36.542946,19,Evening,Wednesday
Mankapur,21.156399,79.072936,Assault_Violence,2025-05-07 07:24:36.542962,17,Afternoon,Wednesday
Jaripatka,21.115284,79.057625,Theft_Burglary,2025-04-22 07:24:36.542978,17,Afternoon,Tuesday
Itwari,21.18677,79.123103,Theft_Burglary,2025-03-15 06:24:36.542996,16,Afternoon,Saturday
Sadar,21.112069,79.1171,Crimes_Against_Women,2024-09-08 10:24:36.543011,20,Evening,Sunday
Dharampeth,21.171795,79.053823,Theft_Burglary,2025-07-05 12:24:36.543026,22,Evening,Saturday
Sitabuldi,21.156988,79.124241,Crimes_Against_Women,2025-02-06 03:24:36.543042,13,Afternoon,Thursday
Mahal,21.198063,79.07483,Theft_Burglary,2025-01-19 05:24:36.543057,15,Afternoon,Sunday
Dharampeth,21.186792,79.074874,Assault_Violence,2025-01-02 03:24:36.543073,13,Afternoon,Thursday
Itwari,21.129051,79.107941,Assault_Violence,2024-10-15 09:24:36.543089,19,Evening,Tuesday
Dharampeth,21.092169,79.116083,Crimes_Against_Women,2024-12-15 12:24:36.543104,22,Evening,Sunday
Dharampeth,21.147662,79.149214,Other,2024-11-27 09:24:36.543120,19,Evening,Wednesday
Mahal,21.109068,79.136339,Crimes_Against_Women,2025-03-27 22:24:36.543140,8,Morning,Thursday
Sitabuldi,21.168561,79.050385,Assault_Violence,2025-07-14 12:24:36.543156,22,Evening,Monday
Manewada,21.093988,79.127672,Robbery_Snatching,2025-05-24 12:24:36.543172,22,Evening,Saturday
Sadar,21.106583,79.054472,Other,2024-10-21 12:24:36.543194,22,Evening,Monday
Hudkeshwar,21.105456,79.139674,Crimes_Against_Women,2025-06-15 23:24:36.543211,9,Morning,Sunday
Hudkeshwar,21.091389,79.041544,Other,2024-12-14 11:24:36.543227,21,Evening,Saturday
Jaripatka,21.149383,79.125897,Theft_Burglary,2025-06-07 10:24:36.543242,20,Evening,Saturday
Manewada,21.179648,79.022307,Assault_Violence,2025-02-02 12:24:36.543257,22,Evening,Sunday
Jaripatka,21.171367,79.029197,Crimes_Against_Women,2025-05-08 03:24:36.543273,13,Afternoon,Thursday
Sitabuldi,21.117361,79.057005,Other,2025-01-16 10:24:36.543288,20,Evening,Thursday
Jaripatka,21.161096,79.07233,Other,2025-02-27 11:24:36.543303,21,Evening,Thursday
Sitabuldi,21.115963,79.071757,Assault_Violence,2024-10-02 08:24:36.543319,18,Evening,Wednesday
Sitabuldi,21.139245,79.024647,Assault_Violence,2024-11-14 19:24:36.543335,5,Night,Thursday
Sadar,21.196724,79.021324,Robbery_Snatching,2025-02-28 15:24:36.543351,1,Night,Friday
Sitabuldi,21.169515,79.030916,Crimes_Against_Women,2025-04-07 11:24:36.543366,21,Evening,Monday
Sitabuldi,21.128103,79.079306,Crimes_Against_Women,2024-10-30 11:24:36.543381,21,Evening,Wednesday
Sitabuldi,21.150522,79.040266,Theft_Burglary,2025-04-17 00:24:36.543397,10,Morning,Thursday
Itwari,21.081052,79.146126,Other,2024-11-08 21:24:36.543414,7,Morning,Friday
Sitabuldi,21.094355,79.107396,Crimes_Against_Women,2025-06-01 13:24:36.543430,23,Evening,Sunday
Jaripatka,21.161939,79.049799,Crimes_Against_Women,2025-07-07 12:24:36.543449,22,Evening,Monday
Sitabuldi,21.128438,79.125644,Crimes_Against_Women,2024-11-25 23:24:36.543465,9,Morning,Monday
Dharampeth,21.165709,79.083287,Other,2025-04-29 10:24:36.543482,20,Evening,Tuesday
Mahal,21.179999,79.042649,Crimes_Against_Women,2025-02-11 13:24:36.543498,23,Evening,Tuesday
Ajni,21.118648,79.03991,Other,2025-02-04 20:24:36.543513,6,Morning,Tuesday
Sadar,21.156817,79.12353,Theft_Burglary,2025-04-27 15:24:36.543529,1,Night,Sunday
Manewada,21.123388,79.07574,Crimes_Against_Women,2024-09-06 09:24:36.543547,19,Evening,Friday
Jaripatka,21.139073,79.033005,Theft_Burglary,2025-06-22 22:24:36.543562,8,Morning,Sunday
Mankapur,21.146495,79.114669,Crimes_Against_Women,2025-04-28 10:24:36.543578,20,Evening,Monday
Itwari,21.175126,79.083312,Other,2025-08-12 05:24:36.543596,15,Afternoon,Tuesday
Mankapur,21.168111,79.099186,Theft_Burglary,2024-09-24 13:24:36.543612,23,Evening,Tuesday
Ajni,21.189671,79.071577,Crimes_Against_Women,2025-03-01 12:24:36.543628,22,Evening,Saturday
Mankapur,21.157055,79.085977,Theft_Burglary,2025-04-26 13:24:36.543643,23,Evening,Saturday
Dharampeth,21.121254,79.049341,Other,2024-09-03 08:24:36.543659,18,Evening,Tuesday
Jaripatka,21.157229,79.136591,Theft_Burglary,2024-10-20 01:24:36.543674,11,Morning,Sunday
Itwari,21.185584,79.082889,Theft_Burglary,2025-08-08 17:24:36.543690,3,Night,Friday
Jaripatka,21.177809,79.034306,Theft_Burglary,2024-12-28 12:24:36.543707,22,Evening,Saturday
Sadar,21.081576,79.055542,Robbery_Snatching,2024-08-25 07:24:36.543722,17,Afternoon,Sunday
Mankapur,21.099496,79.06459,Theft_Burglary,2024-12-18 10:24:36.543738,20,Evening,Wednesday
Dharampeth,21.091526,79.085313,Crimes_Against_Women,2024-12-23 10:24:36.543753,20,Evening,Monday
Mankapur,21.199542,79.045434,Crimes_Against_Women,2025-05-09 12:24:36.543769,22,Evening,Friday
Manewada,21.18822,79.106067,Theft_Burglary,2025-03-29 09:24:36.543784,19,Evening,Saturday
Mankapur,21.187218,79.04902,Other,2024-11-18 04:24:36.543801,14,Afternoon,Monday
Sitabuldi,21.149513,79.108679,Crimes_Against_Women,2024-09-18 10:24:36.543817,20,Evening,Wednesday
Sadar,21.132255,79.10475,Crimes_Against_Women,2025-05-19 19:24:36.543832,5,Night,Monday
Mahal,21.144443,79.120549,Other,2024-09-08 12:24:36.543848,22,Evening,Sunday
Mahal,21.196501,79.064494,Crimes_Against_Women,2024-12-13 12:24:36.543864,22,Evening,Friday
Dharampeth,21.13967,79.091069,Other,2025-06-06 22:24:36.543879,8,Morning,Friday
Hudkeshwar,21.176516,79.140283,Crimes_Against_Women,2025-05-29 22:24:36.543895,8,Morning,Thursday
Mankapur,21.187602,79.140925,Theft_Burglary,2024-10-28 13:24:36.543910,23,Evening,Monday
Sadar,21.151786,79.097925,Other,2025-05-18 10:24:36.543938,20,Evening,Sunday
Dharampeth,21.125549,79.135733,Crimes_Against_Women,2025-07-27 08:24:36.543955,18,Evening,Sunday
Sadar,21.196375,79.072641,Assault_Violence,2025-04-09 11:24:36.543978,21,Evening,Wednesday
Hudkeshwar,21.175906,79.031043,Theft_Burglary,2024-12-24 08:24:36.543995,18,Evening,Tuesday
Mankapur,21.109832,79.140834,Assault_Violence,2025-04-02 00:24:36.544011,10,Morning,Wednesday
Sitabuldi,21.197223,79.042536,Theft_Burglary,2025-07-01 09:24:36.544026,19,Evening,Tuesday
Sadar,21.140465,79.089032,Theft_Burglary,2024-08-23 12:24:36.544043,22,Evening,Friday
Mahal,21.122077,79.113413,Other,2024-12-02 09:24:36.544059,19,Evening,Monday
Dharampeth,21.18244,79.114722,Crimes_Against_Women,2025-05-31 11:24:36.544075,21,Evening,Saturday
Dharampeth,21.126093,79.132282,Crimes_Against_Women,2025-03-09 12:24:36.544091,22,Evening,Sunday
Manewada,21.098001,79.088902,Theft_Burglary,2025-02-03 06:24:36.544107,16,Afternoon,Monday
Mankapur,21.154455,79.11544,Assault_Violence,2024-12-12 00:24:36.544123,10,Morning,Thursday
Jaripatka,21.098653,79.078379,Theft_Burglary,2025-01-25 23:24:36.544139,9,Morning,Saturday
Manewada,21.154616,79.107766,Other,2024-10-10 07:24:36.544154,17,Afternoon,Thursday
Dharampeth,21.093787,79.062679,Other,2025-01-07 08:24:36.544170,18,Evening,Tuesday
Dharampeth,21.116536,79.035384,Assault_Violence,2024-12-18 09:24:36.544187,19,Evening,Wednesday
Mankapur,21.087569,79.045002,Theft_Burglary,2025-07-30 06:24:36.544203,16,Afternoon,Wednesday
Mahal,21.15346,79.052539,Theft_Burglary,2025-04-10 06:24:36.544218,16,Afternoon,Thursday
Itwari,21.120395,79.148171,Theft_Burglary,2025-07-09 12:24:36.544234,22,Evening,Wednesday
Itwari,21.117757,79.029429,Theft_Burglary,2024-12-22 10:24:36.544249,20,Evening,Sunday
Manewada,21.197396,79.045208,Crimes_Against_Women,2025-03-04 21:24:36.544265,7,Morning,Tuesday
Hudkeshwar,21.101769,79.072832,Crimes_Against_Women,2024-11-03 09:24:36.544281,19,Evening,Sunday
Manewada,21.140519,79.110832,Other,2024-12-26 08:24:36.544296,18,Evening,Thursday
Dharampeth,21.146297,79.111332,Theft_Burglary,2024-08-22 05:24:36.544312,15,Afternoon,Thursday
Hudkeshwar,21.183087,79.123179,Theft_Burglary,2025-01-04 09:24:36.544327,19,Evening,Saturday
Sitabuldi,21.088879,79.061061,Assault_Violence,2025-06-18 05:24:36.544343,15,Afternoon,Wednesday
Sitabuldi,21.110046,79.037761,Theft_Burglary,2025-04-13 14:24:36.544359,0,Night,Sunday
Sitabuldi,21.155497,79.130538,Other,2025-05-22 09:24:36.544374,19,Evening,Thursday
Itwari,21.131473,79.026672,Crimes_Against_Women,2024-12-14 18:24:36.544391,4,Night,Saturday
Mankapur,21.146003,79.116746,Theft_Burglary,2024-11-26 09:24:36.544406,19,Evening,Tuesday
Itwari,21.136004,79.031636,Crimes_Against_Women,2025-02-06 21:24:36.544423,7,Morning,Thursday
Mahal,21.154825,79.102559,Crimes_Against_Women,2024-10-17 03:24:36.544439,13,Afternoon,Thursday
Manewada,21.150674,79.086851,Crimes_Against_Women,2025-04-13 10:24:36.544454,20,Evening,Sunday
Sitabuldi,21.08502,79.033497,Theft_Burglary,2025-07-06 08:24:36.544472,18,Evening,Sunday
Dharampeth,21.10141,79.032511,Other,2024-11-13 01:24:36.544488,11,Morning,Wednesday
Jaripatka,21.1059,79.044493,Assault_Violence,2024-12-18 11:24:36.544504,21,Evening,Wednesday
Dharampeth,21.081806,79.097113,Robbery_Snatching,2025-08-05 03:24:36.544521,13,Afternoon,Tuesday
Sitabuldi,21.138022,79.111181,Theft_Burglary,2025-08-14 08:24:36.544542,18,Evening,Thursday
Dharampeth,21.19687,79.088556,Robbery_Snatching,2025-04-06 23:24:36.544558,9,Morning,Sunday
Mankapur,21.095027,79.055253,Other,2024-10-16 08:24:36.544574,18,Evening,Wednesday
Sitabuldi,21.190561,79.047571,Theft_Burglary,2025-04-02 13:24:36.544591,23,Evening,Wednesday
Jaripatka,21.154182,79.111353,Crimes_Against_Women,2024-11-14 06:24:36.544607,16,Afternoon,Thursday
Manewada,21.110569,79.144317,Crimes_Against_Women,2024-11-08 13:24:36.544626,23,Evening,Friday
Itwari,21.122085,79.067944,Theft_Burglary,2024-10-11 03:24:36.544643,13,Afternoon,Friday
Mahal,21.10207,79.113585,Crimes_Against_Women,2025-08-08 22:24:36.544660,8,Morning,Friday
Mankapur,21.196732,79.10075,Assault_Violence,2025-05-21 03:24:36.544677,13,Afternoon,Wednesday
Sitabuldi,21.083533,79.138244,Other,2024-11-08 20:24:36.544693,6,Morning,Friday
Dharampeth,21.165807,79.062392,Theft_Burglary,2025-07-23 10:24:36.544709,20,Evening,Wednesday
Itwari,21.089186,79.047629,Other,2024-09-03 10:24:36.544724,20,Evening,Tuesday
Sadar,21.145714,79.113436,Theft_Burglary,2024-09-16 08:24:36.544740,18,Evening,Monday
Mahal,21.188101,79.141869,Crimes_Against_Women,2024-11-16 05:24:36.544757,15,Afternoon,Saturday
Mahal,21.187392,79.102308,Other,2024-12-19 07:24:36.544773,17,Afternoon,Thursday
Sitabuldi,21.197538,79.137068,Assault_Violence,2025-01-13 11:24:36.544789,21,Evening,Monday
Sitabuldi,21.103314,79.083512,Theft_Burglary,2024-12-21 13:24:36.544805,23,Evening,Saturday
Ajni,21.195217,79.136093,Crimes_Against_Women,2025-02-27 18:24:36.544821,4,Night,Thursday
Itwari,21.133949,79.103314,Crimes_Against_Women,2025-01-27 17:24:36.544836,3,Night,Monday
Jaripatka,21.102493,79.089837,Robbery_Snatching,2025-01-15 10:24:36.544852,20,Evening,Wednesday
Manewada,21.196271,79.086133,Crimes_Against_Women,2025-03-30 11:24:36.544867,21,Evening,Sunday
Sadar,21.081851,79.147089,Assault_Violence,2025-01-02 12:24:36.544885,22,Evening,Thursday
Mahal,21.084604,79.140137,Crimes_Against_Women,2025-02-17 00:24:36.544902,10,Morning,Monday
Itwari,21.16988,79.123673,Theft_Burglary,2025-05-19 12:24:36.544917,22,Evening,Monday
Manewada,21.144692,79.143966,Other,2025-02-08 07:24:36.544934,17,Afternoon,Saturday
Jaripatka,21.115734,79.112019,Crimes_Against_Women,2025-08-12 04:24:36.544950,14,Afternoon,Tuesday
Jaripatka,21.155126,79.0859,Theft_Burglary,2025-04-21 13:24:36.544967,23,Evening,Monday
Sitabuldi,21.181283,79.098742,Crimes_Against_Women,2024-11-17 09:24:36.544983,19,Evening,Sunday
Dharampeth,21.193182,79.140883,Crimes_Against_Women,2024-11-02 13:24:36.545001,23,Evening,Saturday
Dharampeth,21.159074,79.096377,Crimes_Against_Women,2025-02-26 00:24:36.545018,10,Morning,Wednesday
Manewada,21.114303,79.122104,Crimes_Against_Women,2024-10-03 08:24:36.545033,18,Evening,Thursday
Jaripatka,21.087236,79.032182,Assault_Violence,2025-03-20 06:24:36.545049,16,Afternoon,Thursday
Sitabuldi,21.133268,79.031684,Crimes_Against_Women,2025-02-06 08:24:36.545065,18,Evening,Thursday
Itwari,21.178499,79.103388,Theft_Burglary,2025-05-06 14:24:36.545081,0,Night,Tuesday
Jaripatka,21.163189,79.048428,Crimes_Against_Women,2025-03-30 08:24:36.545096,18,Evening,Sunday
Jaripatka,21.180379,79.116662,Robbery_Snatching,2024-11-16 19:24:36.545112,5,Night,Saturday
Mankapur,21.182504,79.13849,Theft_Burglary,2025-02-09 19:24:36.545130,5,Night,Sunday
Dharampeth,21.134398,79.089728,Theft_Burglary,2024-12-08 02:24:36.545146,12,Afternoon,Sunday
Manewada,21.115748,79.073131,Other,2025-08-02 12:24:36.545161,22,Evening,Saturday
Jaripatka,21.110437,79.070521,Theft_Burglary,2025-07-28 10:24:36.545176,20,Evening,Monday
Mankapur,21.15252,79.066317,Robbery_Snatching,2024-11-15 05:24:36.545192,15,Afternoon,Friday
Manewada,21.172349,79.031314,Crimes_Against_Women,2024-10-10 21:24:36.545208,7,Morning,Thursday
Sitabuldi,21.120967,79.087031,Other,2025-01-06 12:24:36.545223,22,Evening,Monday
Mahal,21.175938,79.082566,Crimes_Against_Women,2025-08-12 13:24:36.545239,23,Evening,Tuesday
Mahal,21.137584,79.116951,Assault_Violence,2025-07-06 21:24:36.545254,7,Morning,Sunday
Ajni,21.178692,79.143914,Other,2025-07-12 09:24:36.545269,19,Evening,Saturday
Sadar,21.098486,79.051121,Theft_Burglary,2025-03-22 13:24:36.545285,23,Evening,Saturday
Ajni,21.19124,79.1244,Other,2025-04-24 04:24:36.545300,14,Afternoon,Thursday
Jaripatka,21.158974,79.10905,Robbery_Snatching,2025-04-21 22:24:36.545316,8,Morning,Monday
Dharampeth,21.10482,79.112813,Assault_Violence,2024-12-30 22:24:36.545332,8,Morning,Monday
Dharampeth,21.09104,79.046519,Crimes_Against_Women,2025-02-26 11:24:36.545348,21,Evening,Wednesday
Ajni,21.153373,79.076127,Theft_Burglary,2024-11-07 07:24:36.545364,17,Afternoon,Thursday
Sitabuldi,21.16082,79.046369,Crimes_Against_Women,2024-11-06 03:24:36.545381,13,Afternoon,Wednesday
Sitabuldi,21.111007,79.047019,Robbery_Snatching,2024-10-02 11:24:36.545398,21,Evening,Wednesday
Manewada,21.139329,79.025773,Theft_Burglary,2024-09-15 05:24:36.545413,15,Afternoon,Sunday
Jaripatka,21.193269,79.07048,Crimes_Against_Women,2025-01-12 11:24:36.545428,21,Evening,Sunday
Manewada,21.130998,79.06275,Assault_Violence,2024-11-01 08:24:36.545443,18,Evening,Friday
Mankapur,21.106174,79.06088,Theft_Burglary,2024-11-12 11:24:36.545459,21,Evening,Tuesday
Mankapur,21.152146,79.043062,Crimes_Against_Women,2024-09-02 13:24:36.545474,23,Evening,Monday
Sadar,21.166668,79.071738,Assault_Violence,2025-06-27 12:24:36.545490,22,Evening,Friday
Hudkeshwar,21.12401,79.126702,Assault_Violence,2025-01-22 23:24:36.545509,9,Morning,Wednesday
Sitabuldi,21.156114,79.13428,Crimes_Against_Women,2024-12-30 12:24:36.545527,22,Evening,Monday
Ajni,21.176594,79.145073,Crimes_Against_Women,2025-04-30 08:24:36.545543,18,Evening,Wednesday
Sadar,21.158346,79.131437,Crimes_Against_Women,2024-11-07 06:24:36.545560,16,Afternoon,Thursday
Mankapur,21.081117,79.073754,Other,2025-04-23 08:24:36.545576,18,Evening,Wednesday
Mahal,21.147754,79.133715,Other,2025-02-11 12:24:36.545592,22,Evening,Tuesday
Mahal,21.110079,79.116479,Theft_Burglary,2025-04-10 11:24:36.545608,21,Evening,Thursday
Mankapur,21.110656,79.066355,Crimes_Against_Women,2024-09-22 05:24:36.545624,15,Afternoon,Sunday
Itwari,21.092664,79.057164,Assault_Violence,2024-11-25 10:24:36.545642,20,Evening,Monday
Hudkeshwar,21.19703,79.144279,Crimes_Against_Women,2025-02-11 10:24:36.545658,20,Evening,Tuesday
Itwari,21.138259,79.071704,Theft_Burglary,2025-04-01 10:24:36.545727,20,Evening,Tuesday
Itwari,21.087287,79.027887,Assault_Violence,2024-12-24 23:24:36.545806,9,Morning,Tuesday
Dharampeth,21.089408,79.133839,Other,2025-06-01 10:24:36.545829,20,Evening,Sunday
Sitabuldi,21.194619,79.139559,Robbery_Snatching,2024-11-21 08:24:36.545848,18,Evening,Thursday
Sadar,21.108696,79.125046,Assault_Violence,2025-01-09 18:24:36.545866,4,Night,Thursday
Mankapur,21.088639,79.141666,Robbery_Snatching,2025-03-01 10:24:36.545882,20,Evening,Saturday
Itwari,21.164255,79.047685,Robbery_Snatching,2025-07-25 23:24:36.545898,9,Morning,Friday
Sitabuldi,21.198283,79.030586,Crimes_Against_Women,2025-03-16 13:24:36.545914,23,Evening,Sunday
Mankapur,21.150078,79.074032,Theft_Burglary,2024-12-23 06:24:36.545932,16,Afternoon,Monday
Sadar,21.118505,79.063143,Crimes_Against_Women,2024-09-15 05:24:36.545948,15,Afternoon,Sunday
Mankapur,21.15885,79.125213,Crimes_Against_Women,2025-03-26 03:24:36.545966,13,Afternoon,Wednesday
Itwari,21.137043,79.048002,Crimes_Against_Women,2024-10-27 01:24:36.545982,11,Morning,Sunday
Ajni,21.137672,79.068667,Robbery_Snatching,2024-09-20 11:24:36.545999,21,Evening,Friday
Manewada,21.197922,79.131606,Crimes_Against_Women,2025-06-23 11:24:36.546015,21,Evening,Monday
Ajni,21.094169,79.069096,Crimes_Against_Women,2024-10-30 12:24:36.546041,22,Evening,Wednesday
Manewada,21.093853,79.03901,Theft_Burglary,2024-11-09 10:24:36.546063,20,Evening,Saturday
Hudkeshwar,21.091873,79.096434,Other,2024-10-13 07:24:36.546079,17,Afternoon,Sunday
Jaripatka,21.191497,79.081254,Assault_Violence,2025-06-25 08:24:36.546095,18,Evening,Wednesday
Jaripatka,21.129806,79.136071,Crimes_Against_Women,2025-03-29 21:24:36.546111,7,Morning,Saturday
Sitabuldi,21.197762,79.077762,Theft_Burglary,2025-01-29 08:24:36.546127,18,Evening,Wednesday
Dharampeth,21.178567,79.093367,Assault_Violence,2025-04-11 10:24:36.546143,20,Evening,Friday
Mahal,21.131421,79.146243,Assault_Violence,2025-03-03 06:24:36.546158,16,Afternoon,Monday
Mankapur,21.197341,79.101702,Theft_Burglary,2025-08-21 03:24:36.546180,13,Afternoon,Thursday
Hudkeshwar,21.16015,79.125144,Theft_Burglary,2025-07-29 08:24:36.546197,18,Evening,Tuesday
Sadar,21.102023,79.036981,Assault_Violence,2025-04-07 10:24:36.546215,20,Evening,Monday
Itwari,21.080578,79.071506,Crimes_Against_Women,2024-11-10 05:24:36.546232,15,Afternoon,Sunday
Manewada,21.16361,79.069908,Other,2024-10-06 10:24:36.546248,20,Evening,Sunday
